ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.62212e+08)","Runtime Improvement""""(2.17447e+08)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
420,43.70,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.73,52.53,38,"   12,   32,    1","  256,    1,    1"
517,47.17,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.41,52.83,38,"   12,   32,    1","  256,    1,    1"
458,41.63,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.59,51.59,38,"   12,   32,    1","  256,    1,    1"
423,42.77,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.01,50.38,38,"   12,   32,    1","  256,    1,    1"
496,40.99,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,44.87,51.49,38,"   12,   32,    1","  256,    1,    1"
582,46.15,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.53,53.03,38,"   12,   32,    1","  256,    1,    1"
446,35.49,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,44.96,53.05,38,"   12,   32,    1","  256,    1,    1"
558,46.96,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.83,53.04,38,"   12,   32,    1","  256,    1,    1"
499,41.32,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.10,50.56,38,"   12,   32,    1","  256,    1,    1"
461,40.96,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.05,51.92,38,"   12,   32,    1","  256,    1,    1"
490,40.82,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.31,51.55,38,"   12,   32,    1","  256,    1,    1"
475,34.44,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.27,53.35,38,"   12,   32,    1","  256,    1,    1"
440,41.74,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.01,51.90,38,"   12,   32,    1","  256,    1,    1"
487,42.53,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.07,53.41,38,"   12,   32,    1","  256,    1,    1"
493,34.66,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,44.94,53.12,38,"   12,   32,    1","  256,    1,    1"
1025,50.00,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.02,34.73,13.99,38,"    1,    1,   64","  256,    1,    1"
504,46.32,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.29,53.52,38,"   12,   32,    1","  256,    1,    1"
426,35.35,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,44.88,53.59,38,"   12,   32,    1","  256,    1,    1"
484,46.08,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.18,53.74,38,"   12,   32,    1","  256,    1,    1"
610,45.41,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.92,53.66,38,"   12,   32,    1","  256,    1,    1"
478,44.36,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.32,53.66,38,"   12,   32,    1","  256,    1,    1"
522,54.44,Kernel2,void cutlass::Kernel2<cutlass_80_tensorop_f16_s16816gemm_f16_128x64_32x6_nt_align2>(T1::Params),0.03,0.02,16.89,45.56,142,"   24,    1,    1","  128,    1,    1"
514,46.15,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.12,53.85,38,"   12,   32,    1","  256,    1,    1"
538,45.70,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.98,53.68,38,"   12,   32,    1","  256,    1,    1"
534,34.71,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.97,53.98,38,"   12,   32,    1","  256,    1,    1"
481,44.63,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.02,53.78,38,"   12,   32,    1","  256,    1,    1"
602,46.14,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.84,53.86,38,"   12,   32,    1","  256,    1,    1"
570,45.26,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.66,53.85,38,"   12,   32,    1","  256,    1,    1"
429,40.81,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.04,53.91,38,"   12,   32,    1","  256,    1,    1"
578,46.22,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.67,53.78,38,"   12,   32,    1","  256,    1,    1"
546,44.53,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.65,54.21,38,"   12,   32,    1","  256,    1,    1"
554,44.37,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,44.47,54.23,38,"   12,   32,    1","  256,    1,    1"
907,13.04,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,65.72,20.80,38,"    1,    2,  128","   32,    8,    1"
586,45.51,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.81,54.49,38,"   12,   32,    1","  256,    1,    1"
562,45.69,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,44.34,54.31,38,"   12,   32,    1","  256,    1,    1"
550,45.28,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.93,54.45,38,"   12,   32,    1","  256,    1,    1"
859,12.99,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,65.42,21.09,38,"    1,    2,  128","   32,    8,    1"
472,45.47,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.46,52.84,38,"   12,   32,    1","  256,    1,    1"
923,11.71,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,64.81,21.01,38,"    1,    2,  128","   32,    8,    1"
452,41.81,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,45.33,53.26,38,"   12,   32,    1","  256,    1,    1"
542,35.87,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,43.57,54.68,38,"   12,   32,    1","  256,    1,    1"
887,13.09,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,65.54,21.06,38,"    1,    2,  128","   32,    8,    1"
1203,50.00,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.02,36.12,14.57,38,"    1,    1,   64","  256,    1,    1"
855,12.83,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,63.58,21.15,38,"    1,    2,  128","   32,    8,    1"
903,11.61,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,64.33,21.25,38,"    1,    2,  128","   32,    8,    1"
891,12.85,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,63.78,21.29,38,"    1,    2,  128","   32,    8,    1"
883,12.78,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,63.76,21.33,38,"    1,    2,  128","   32,    8,    1"
935,13.07,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,65.09,21.31,38,"    1,    2,  128","   32,    8,    1"
879,12.84,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,63.60,21.22,38,"    1,    2,  128","   32,    8,    1"
919,13.09,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,66.14,21.45,38,"    1,    2,  128","   32,    8,    1"
867,13.02,nchwToFoldedNhwcKernel,"void nchwToFoldedNhwcKernel<__half, __half, float, 1, 0>(int, int, int, int, const T1 *, T2 *, int, int, int, int, int, int, int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.03,0.00,64.78,21.63,38,"    1,    2,  128","   32,    8,    1"
469,38.90,elementwise_kernel,"void at::elementwise_kernel<128, 4, void at::gpu_kernel_impl_nocast<at::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",0.03,0.01,30.11,22.03,16,"   91,    1,    1","  128,    1,    1"
1040,81.54,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.03,0.02,6.09,9.66,32,"   18,    1,    1","  128,    1,    1"
1028,74.80,kernel_helper_stage_1,void xmma__5x_cudnn::kernel_helper_stage_1<xmma__5x_cudnn::Params_pre_hopper>(T1),0.03,0.02,7.89,3.72,40,"   13,    1,    1","  256,    1,    1"
1020,74.62,kernel_helper_stage_1,void xmma__5x_cudnn::kernel_helper_stage_1<xmma__5x_cudnn::Params_pre_hopper>(T1),0.03,0.02,8.35,3.67,40,"   13,    1,    1","  256,    1,    1"
1250,1.45,vectorized_elementwise_kernel,"void at::vectorized_elementwise_kernel<4, at::sigmoid_kernel_cuda..TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 3)]::operator..lambda(c10::Half) (instance 1)], detail::Array<char..int..",0.03,0.00,53.93,46.01,22,"  687,    1,    1","  128,    1,    1"
2,91.67,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.03,0.03,2.33,6.30,32,"    7,    1,    1","  128,    1,    1"
853,34.57,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.03,0.01,39.13,29.78,32,"  256,    1,    1","  128,    1,    1"
235,91.55,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.03,0.03,0.36,4.41,32,"    1,    1,    1","  128,    1,    1"
414,34.89,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.03,0.01,38.80,30.46,32,"  256,    1,    1","  128,    1,    1"
1251,51.36,vectorized_elementwise_kernel,"void at::vectorized_elementwise_kernel<4, at::AUnaryFunctor<c10::Half, c10::Half, c10::Half, binary_internal::MulFunctor<float>>, detail::Array<char *, 2>>(int, T2, T3)",0.03,0.01,17.08,48.64,16,"  687,    1,    1","  128,    1,    1"
37,50.00,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,40.57,14.75,38,"    1,    1,   64","  256,    1,    1"
33,50.00,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,40.29,14.65,38,"    1,    1,   64","  256,    1,    1"
911,17.63,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.00,58.44,27.79,38,"    1,    2,  128","  256,    1,    1"
915,17.74,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.00,58.79,27.91,38,"    1,    2,  128","  256,    1,    1"
524,34.96,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.03,0.01,39.19,31.81,32,"  259,    1,    1","  128,    1,    1"
927,17.69,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.00,58.64,27.84,38,"    1,    2,  128","  256,    1,    1"
899,40.39,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,59.61,28.26,38,"    1,    2,  128","  256,    1,    1"
895,17.61,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.00,58.37,27.61,38,"    1,    2,  128","  256,    1,    1"
463,32.12,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.03,0.01,21.15,33.41,40,"   12,    4,    1","  256,    1,    1"
871,17.47,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.00,57.90,27.38,38,"    1,    2,  128","  256,    1,    1"
931,18.05,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.00,59.82,28.40,38,"    1,    2,  128","  256,    1,    1"
451,32.78,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.03,0.01,22.65,34.21,40,"   12,    4,    1","  256,    1,    1"
117,24.73,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.03,0.01,60.99,28.85,38,"    1,    2,  128","  256,    1,    1"
113,23.96,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,59.10,27.98,38,"    1,    2,  128","  256,    1,    1"
63,24.44,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,60.27,28.57,38,"    1,    2,  128","  256,    1,    1"
100,24.25,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,59.81,28.40,38,"    1,    2,  128","  256,    1,    1"
137,24.12,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,59.47,28.21,38,"    1,    2,  128","  256,    1,    1"
79,24.86,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,61.32,29.08,38,"    1,    2,  128","  256,    1,    1"
121,24.66,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,60.82,28.85,38,"    1,    2,  128","  256,    1,    1"
133,24.14,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,59.52,28.22,38,"    1,    2,  128","  256,    1,    1"
83,40.47,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,59.53,28.26,38,"    1,    2,  128","  256,    1,    1"
59,24.52,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,60.46,28.65,38,"    1,    2,  128","  256,    1,    1"
87,24.59,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,60.65,28.77,38,"    1,    2,  128","  256,    1,    1"
1123,39.40,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.02,0.01,24.76,9.77,38,"    1,    1,   32","  256,    1,    1"
144,91.74,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.02,0.02,0.29,4.95,32,"    1,    1,    1","  128,    1,    1"
634,91.54,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.02,0.02,0.29,5.02,32,"    1,    1,    1","  128,    1,    1"
801,96.88,kernel_helper_stage_2,"void xmma__5x_cudnn::kernel_helper_stage_2<xmma__5x_cudnn::Params_pre_hopper>(T1, int)",0.02,0.02,0.12,1.28,22,"    1,    1,    1","    1,    1,    1"
1021,96.88,kernel_helper_stage_2,"void xmma__5x_cudnn::kernel_helper_stage_2<xmma__5x_cudnn::Params_pre_hopper>(T1, int)",0.02,0.02,0.10,1.29,22,"    1,    1,    1","    1,    1,    1"
1029,96.88,kernel_helper_stage_2,"void xmma__5x_cudnn::kernel_helper_stage_2<xmma__5x_cudnn::Params_pre_hopper>(T1, int)",0.02,0.02,0.10,1.30,22,"    1,    1,    1","    1,    1,    1"
101,50.00,computeOffsetsKernel,"void cask__5x_cudnn::computeOffsetsKernel<0, 0>(cask__5x_cudnn::ComputeOffsetsParams)",0.02,0.01,37.17,21.61,16,"   86,    1,    1","  256,    1,    1"
467,91.68,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.02,0.02,0.25,5.22,32,"    1,    1,    1","  128,    1,    1"
732,91.73,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.02,0.02,0.25,5.33,32,"    1,    1,    1","  128,    1,    1"
1216,93.33,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.02,0.02,0.25,5.31,32,"    1,    1,    1","  128,    1,    1"
1041,94.00,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.02,0.02,0.25,5.37,32,"    1,    1,    1","  128,    1,    1"
1129,93.21,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.02,0.02,0.25,5.44,32,"    1,    1,    1","  128,    1,    1"
1217,93.82,unrolled_elementwise_kernel,"..at::unrolled_elementwise_kernel..direct_copy_kernel_cuda..TensorIteratorBase &)::[lambda() (instance..operator..c10::Half..detail::Array<char..TrivialOffsetCalculator..unsigned..memory::LoadWithCast..StoreWithCast..T4, T5..",0.02,0.02,0.26,5.42,32,"    1,    1,    1","  128,    1,    1"
